Reduced Cell Formula,Working Ion,nZn_max,nAl_max,nMg_max,nK_max,nLi_max,n_alkaline_earth_metals,n_lanthanoids,n_metalloids,n_post_transition_metals,n_reactive_nonmetals,n_transition_metals,n_alkali_metals,n_actinoids,nBe,nSr,nBa,nCa,nPr,nHo,nCe,nTb,nGd,nLa,nLu,nNd,nSi,nGe,nTe,nSb,nAs,nSn,nBi,nGa,nO,nP,nS,nF,nI,nSe,nN,nH,nCl,nBr,nCu,nV,nFe,nTi,nCr,nMn,nNi,nCo,nW,nMo,nTa,nNb,nZr,nSc,nRe,nIr,nAg,nTc,nY,nNa,nLi,nRb,nCs,nU,Average Voltage,V_level_overall,Capacity Grav,C_grav_level_overall,Capacity Vol,C_vol_level_overall,Specific E Wh/kg,specific_e_level_overall,E Density Wh/l,e_density_level_overall,Working_Ion_Number,Working_Ion
Zn0 –0.5TiO2,Zn,0.5,,,,,0,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,-0.02,Low,238,Mid,1141,Mid,-6,Low,-28,Low,1,Zn
Zn0 –0.5TiO2,Zn,0.5,,,,,0,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,-0.09,Low,238,Mid,1140,Mid,-20,Low,-97,Low,1,Zn
Zn0 –0.5TiO2,Zn,0.5,,,,,0,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,-0.14,Low,238,Mid,1136,Mid,-32,Low,-154,Low,1,Zn
Zn0 –0.5TiO2,Zn,0.5,,,,,0,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,-0.33,Low,238,Mid,1253,Mid,-79,Low,-414,Low,1,Zn
Zn0 –0.5TiO2,Zn,0.5,,,,,0,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,-0.25,Low,238,Mid,1132,Mid,-59,Low,-282,Low,1,Zn
Zn0 –0.5TiO2,Zn,0.5,,,,,0,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,-0.53,Low,238,Mid,1140,Mid,-127,Low,-607,Low,1,Zn
Zn0 –0.5TiO2,Zn,0.5,,,,,0,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,-0.79,Low,238,Mid,1176,Mid,-188,Low,-928,Low,1,Zn
Zn0 –0.5Ti2O3,Zn,0.5,,,,,0,0,0,0,5,2,0,0,,,,,,,,,,,,,,,,,,,,,3,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,-0.69,Low,152,Mid,808,Mid,-104,Low,-556,Low,1,Zn
Zn0 –0.5SrCuSO,Zn,0.5,,,,,1,0,0,0,2,0,0,0,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,Mid,116,Mid,614,Mid,208,Mid,1106,Mid,1,Zn
Zn0 –0.5SnO2,Zn,0.5,,,,,0,0,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,Mid,146,Mid,882,Mid,51,Mid,306,Mid,1,Zn
Zn0 –0.5SnO2,Zn,0.5,,,,,0,0,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,Low,146,Mid,789,Mid,-1,Low,-6,Low,1,Zn
Zn0 –0.5SnO2,Zn,0.5,,,,,0,0,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,Low,146,Mid,881,Mid,24,Mid,147,Mid,1,Zn
Zn0 –0.5SnO2,Zn,0.5,,,,,0,0,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47,Low,146,Mid,892,Mid,-69,Low,-421,Low,1,Zn
Zn0 –0.5SnO2,Zn,0.5,,,,,0,0,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21,Low,146,Mid,944,Mid,-30,Low,-194,Low,1,Zn
Zn0 –0.5SnO2,Zn,0.5,,,,,0,0,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.88,Low,146,Mid,922,Mid,-129,Low,-812,Low,1,Zn
Zn0 –0.5SbO2,Zn,0.5,,,,,0,0,1,0,2,0,0,0,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,Low,144,Mid,843,Mid,31,Mid,180,Mid,1,Zn
Zn0 –0.5PWO5,Zn,0.5,,,,,0,0,0,0,6,1,0,0,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0.28,Low,82,Mid,454,Mid,23,Mid,125,Mid,1,Zn
Zn0 –0.5NiS2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.6,Mid,172,Mid,775,Mid,104,Mid,467,Mid,1,Zn
Zn0 –0.5NiO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2.2,Mid,217,Mid,1244,Mid,478,Mid,2739,High,1,Zn
Zn0 –0.5NiO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2.19,Mid,217,Mid,1234,Mid,477,Mid,2709,Mid,1,Zn
Zn0 –0.5NiO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2.35,Mid,217,Mid,1224,Mid,509,Mid,2870,High,1,Zn
Zn0 –0.5NiO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2.32,Mid,217,Mid,1230,Mid,504,Mid,2854,High,1,Zn
Zn0 –0.5NiO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2.44,Mid,217,Mid,1226,Mid,531,Mid,2996,High,1,Zn
Zn0 –0.5NiO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2.77,Mid,217,Mid,1238,Mid,601,Mid,3423,High,1,Zn
Zn0 –0.5NiO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2.41,Mid,217,Mid,1348,Mid,524,Mid,3251,High,1,Zn
Zn0 –0.5NiO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1.94,Mid,217,Mid,1371,Mid,421,Mid,2655,Mid,1,Zn
Zn0 –0.5NiO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2.63,Mid,217,Mid,1219,Mid,572,Mid,3209,High,1,Zn
Zn0 –0.5NiN,Zn,0.5,,,,,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.87,Mid,254,Mid,1427,Mid,220,Mid,1234,Mid,1,Zn
Zn0 –0.5Ni2O3,Zn,0.5,,,,,0,0,0,0,3,2,0,0,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2.45,Mid,135,Mid,841,Mid,332,Mid,2062,Mid,1,Zn
Zn0 –0.5Nb3Te4,Zn,0.5,,,,,0,0,4,0,0,3,0,0,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,-0.39,Low,33,Mid,241,Mid,-13,Low,-94,Low,1,Zn
Zn0 –0.5Nb3S4,Zn,0.5,,,,,0,0,0,0,4,3,0,0,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,-0.43,Low,61,Mid,324,Mid,-26,Low,-140,Low,1,Zn
Zn0 –0.5MoPO5,Zn,0.5,,,,,0,0,0,0,6,1,0,0,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.54,Mid,112,Mid,496,Mid,61,Mid,270,Mid,1,Zn
Zn0 –0.5MoO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1.04,Mid,167,Mid,1000,Mid,174,Mid,1044,Mid,1,Zn
Zn0 –0.5MoO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.19,Low,167,Mid,967,Mid,32,Mid,186,Mid,1,Zn
Zn0 –0.5MoO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.47,Mid,167,Mid,1056,Mid,79,Mid,498,Mid,1,Zn
Zn0 –0.5MoO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.52,Mid,167,Mid,990,Mid,86,Mid,511,Mid,1,Zn
Zn0 –0.5MoO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.1,Low,167,Mid,956,Mid,16,Mid,94,Low,1,Zn
Zn0 –0.5MoO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.29,Low,167,Mid,996,Mid,48,Mid,289,Mid,1,Zn
Zn0 –0.5Mo4O5,Zn,0.5,,,,,0,0,0,0,5,4,0,0,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,0.43,Mid,54,Mid,332,Mid,23,Mid,144,Mid,1,Zn
Zn0 –0.5MnS2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0.48,Mid,177,Mid,685,Mid,85,Mid,328,Mid,1,Zn
Zn0 –0.5MnO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1.6,Mid,224,Mid,1118,Mid,359,Mid,1791,Mid,1,Zn
Zn0 –0.5MnO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1.82,Mid,224,Mid,1115,Mid,408,Mid,2030,Mid,1,Zn
Zn0 –0.5MnO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1.93,Mid,224,Mid,1118,Mid,431,Mid,2154,Mid,1,Zn
Zn0 –0.5MnO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1.61,Mid,224,Mid,1234,Mid,362,Mid,1993,Mid,1,Zn
Zn0 –0.5MnO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0.99,Mid,224,Mid,1085,Mid,222,Mid,1075,Mid,1,Zn
Zn0 –0.5MnO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0.98,Mid,224,Mid,1238,Mid,219,Mid,1208,Mid,1,Zn
Zn0 –0.5Mn2O3,Zn,0.5,,,,,0,0,0,0,3,2,0,0,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1.42,Mid,141,Mid,734,Mid,199,Mid,1040,Mid,1,Zn
Zn0 –0.5FeS2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0.75,Mid,176,Mid,784,Mid,132,Mid,589,Mid,1,Zn
Zn0 –0.5FeO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2.54,Mid,222,Mid,1140,Mid,564,Mid,2891,High,1,Zn
Zn0 –0.5FeO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2.56,Mid,222,Mid,1129,Mid,570,Mid,2893,High,1,Zn
Zn0 –0.5FeO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2.53,Mid,222,Mid,1128,Mid,562,Mid,2854,High,1,Zn
Zn0 –0.5FeO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2.54,Mid,222,Mid,1137,Mid,566,Mid,2892,High,1,Zn
Zn0 –0.5FeO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2.37,Mid,222,Mid,1140,Mid,526,Mid,2697,Mid,1,Zn
Zn0 –0.5FeO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1.26,Mid,222,Mid,1294,Mid,279,Mid,1624,Mid,1,Zn
Zn0 –0.5FeO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1.67,Mid,222,Mid,1167,Mid,372,Mid,1950,Mid,1,Zn
Zn0 –0.5FeN,Zn,0.5,,,,,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0.65,Mid,261,Mid,1453,Mid,170,Mid,946,Mid,1,Zn
Zn0 –0.5Fe2O3,Zn,0.5,,,,,0,0,0,0,3,2,0,0,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1.16,Mid,139,Mid,768,Mid,161,Mid,888,Mid,1,Zn
Zn0 –0.5CuTeO4,Zn,0.5,,,,,0,0,1,0,4,1,0,0,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1.77,Mid,93,Mid,483,Mid,165,Mid,857,Mid,1,Zn
Zn0 –0.5CuO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2.38,Mid,209,Mid,1094,Mid,498,Mid,2609,Mid,1,Zn
Zn0 –0.5CuN,Zn,0.5,,,,,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1.4,Mid,243,Mid,1321,Mid,341,Mid,1855,Mid,1,Zn
Zn0 –0.5CuMoO4,Zn,0.5,,,,,0,0,0,0,4,2,0,0,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1.05,Mid,105,Mid,491,Mid,110,Mid,517,Mid,1,Zn
Zn0 –0.5Cu2O3,Zn,0.5,,,,,0,0,0,0,3,2,0,0,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1.97,Mid,129,Mid,833,Mid,254,Mid,1642,Mid,1,Zn
Zn0 –0.5CrSe2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.77,Mid,110,Mid,597,Mid,85,Mid,458,Mid,1,Zn
Zn0 –0.5CrS2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1.09,Mid,180,Mid,703,Mid,196,Mid,764,Mid,1,Zn
Zn0 –0.5CrPO4,Zn,0.5,,,,,0,0,0,0,5,1,0,0,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1.18,Mid,149,Mid,552,Mid,175,Mid,649,Mid,1,Zn
Zn0 –0.5CrO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2.35,Mid,230,Mid,1164,Mid,541,Mid,2741,High,1,Zn
Zn0 –0.5CrO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2.16,Mid,230,Mid,1163,Mid,496,Mid,2513,Mid,1,Zn
Zn0 –0.5CrO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1.99,Mid,230,Mid,1154,Mid,456,Mid,2292,Mid,1,Zn
Zn0 –0.5CrO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1.85,Mid,230,Mid,1150,Mid,424,Mid,2121,Mid,1,Zn
Zn0 –0.5CrO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1.34,Mid,230,Mid,1269,Mid,309,Mid,1705,Mid,1,Zn
Zn0 –0.5CrO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1.72,Mid,230,Mid,1261,Mid,395,Mid,2170,Mid,1,Zn
Zn0 –0.5CrO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1.67,Mid,230,Mid,1144,Mid,382,Mid,1904,Mid,1,Zn
Zn0 –0.5CrO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1.6,Mid,230,Mid,1150,Mid,367,Mid,1837,Mid,1,Zn
Zn0 –0.5CrO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1.34,Mid,230,Mid,1146,Mid,308,Mid,1537,Mid,1,Zn
Zn0 –0.5Cr2O3,Zn,0.5,,,,,0,0,0,0,3,2,0,0,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,0.4,Mid,145,Mid,763,Mid,59,Mid,309,Mid,1,Zn
Zn0 –0.5CoS2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0.98,Mid,172,Mid,799,Mid,168,Mid,780,Mid,1,Zn
Zn0 –0.5CoO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2.06,Mid,217,Mid,1262,Mid,447,Mid,2602,Mid,1,Zn
Zn0 –0.5CoO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1.71,Mid,217,Mid,1185,Mid,371,Mid,2029,Mid,1,Zn
Zn0 –0.5CoO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1.73,Mid,217,Mid,1185,Mid,374,Mid,2046,Mid,1,Zn
Zn0 –0.5CoO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1.72,Mid,217,Mid,1179,Mid,373,Mid,2027,Mid,1,Zn
Zn0 –0.5CoO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1.99,Mid,217,Mid,1190,Mid,431,Mid,2368,Mid,1,Zn
Zn0 –0.5CoO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1.74,Mid,217,Mid,1294,Mid,377,Mid,2247,Mid,1,Zn
Zn0 –0.5CoO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1.11,Mid,217,Mid,1174,Mid,240,Mid,1299,Mid,1,Zn
Zn0 –0.5CoO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1.08,Mid,217,Mid,1277,Mid,233,Mid,1374,Mid,1,Zn
Zn0 –0.5CoN,Zn,0.5,,,,,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0.83,Mid,254,Mid,1497,High,212,Mid,1250,Mid,1,Zn
Zn0 –0.5Co2O3,Zn,0.5,,,,,0,0,0,0,3,2,0,0,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1.89,Mid,135,Mid,820,Mid,255,Mid,1550,Mid,1,Zn
Zn0 –0.5BiPO5,Zn,0.5,,,,,0,0,0,1,6,0,0,0,,,,,,,,,,,,,,,,,,,1,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.82,Low,76,Mid,398,Mid,-62,Low,-328,Low,1,Zn
Zn0 –0.5BiO2,Zn,0.5,,,,,0,0,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,Mid,98,Mid,791,Mid,137,Mid,1103,Mid,1,Zn
Zn0 –0.5Bi19O30,Zn,0.5,,,,,0,0,0,19,30,0,0,0,,,,,,,,,,,,,,,,,,,19,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,Mid,6,Mid,53,Mid,14,Mid,125,Mid,1,Zn
Zn0 –0.25WO2,Zn,0.25,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,-0.58,Low,58,Mid,468,Mid,-33,Low,-272,Low,1,Zn
Zn0 –0.25WO2,Zn,0.25,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,-0.77,Low,58,Mid,494,Mid,-45,Low,-382,Low,1,Zn
Zn0 –0.25VS2,Zn,0.25,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.14,Low,102,Mid,385,Mid,14,Mid,55,Low,1,Zn
Zn0 –0.25VO2,Zn,0.25,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.58,Mid,135,Mid,578,Mid,79,Mid,336,Mid,1,Zn
Zn0 –0.25TiO2,Zn,0.25,,,,,0,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,-0.44,Low,139,Mid,572,Mid,-61,Low,-250,Low,1,Zn
Zn0 –0.25SnO2,Zn,0.25,,,,,0,0,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22,Low,80,Mid,454,Mid,-17,Low,-98,Low,1,Zn
Zn0 –0.25SbO2,Zn,0.25,,,,,0,0,1,0,2,0,0,0,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,Low,79,Mid,441,Mid,-3,Low,-15,Low,1,Zn
Zn0 –0.25Nb3Se4,Zn,0.25,,,,,0,0,0,0,4,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,-0.44,Low,22,Mid,143,Mid,-10,Low,-63,Low,1,Zn
Zn0 –0.25MoO2,Zn,0.25,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.14,Low,93,Mid,500,Mid,13,Mid,68,Low,1,Zn
